student_id,timestamp,course_name,enrollment_status,grade_point_average,attendance_rate,scholarship_percent
4dc933f4-0b87-4a21-af7c-fef4aa5b048d,2026-01-07T14:04:20.987724,Direito,ACTIVE,3.9,50,50
11de5ca5-1268-4ded-afab-86990181f3bc,2026-03-16T22:40:55.290379,Ciência de Dados,GRADUATED,2.4,69,25
07c30eef-28c6-458d-a59f-9d976ebafa91,2026-05-07T11:29:00.722856,Direito,SUSPENDED,1.9,51,100
248b4ab5-d2fa-4d9a-a61f-ef5bb6d9d7a9,2026-02-19T09:06:25.407826,Ciência de Dados,ACTIVE,10.0,73,0
3b6af46e-2cbc-454f-b1d9-dc732772caee,2026-05-27T10:48:34.090704,Engenharia de Software,SUSPENDED,0.4,51,100
1e35aa37-724f-41f3-b07e-d715042efb27,2026-01-19T04:33:14.939807,Engenharia de Software,SUSPENDED,7.3,86,25
e6abc1ec-9e03-4547-ba63-928bc7152c46,2026-03-07T10:47:57.710054,Administração,SUSPENDED,5.5,52,100
6983bbdb-6b08-426d-b856-a74880136ad1,2026-02-11T14:35:21.984637,Administração,SUSPENDED,9.9,59,25
d126d960-5173-48b5-91ae-3d0a96f689b4,2026-02-07T21:01:47.510252,Administração,DROPPED,5.8,65,50
5dc25893-a91b-4b98-b55e-c9b5cf6eb86a,2026-03-29T17:37:36.127644,Administração,ACTIVE,4.7,77,0
198dc644-4937-4921-b03c-eb77a9aea4dc,2026-05-10T00:53:25.147645,Direito,DROPPED,3.8,92,50
aa2772fd-fa6c-4bd9-8137-e22f99d0463f,2026-02-08T16:58:17.918160,Engenharia de Software,ACTIVE,2.1,88,0
06e677bc-7f40-462b-8ac9-276011c53680,2026-05-07T17:51:57.985512,Administração,GRADUATED,8.3,59,0
d3984b82-2073-4b79-8c50-86c373d73ae0,2026-04-04T03:23:27.978398,Direito,DROPPED,4.3,80,0
fba770f3-8e16-4ba7-aab8-55e2600c27b6,2026-02-28T04:40:44.566652,Administração,SUSPENDED,1.3,82,25
25733694-7d38-4c50-8670-1a104c4e4327,2026-01-19T00:44:17.782836,Ciência de Dados,DROPPED,5.9,99,0
ac655550-e3b1-4a79-9809-3b0ac80373bc,2026-03-26T07:09:59.316699,Administração,SUSPENDED,2.1,73,0
fd46533c-100c-4067-b59e-42022e660e45,2026-01-21T23:03:05.913441,Engenharia de Software,SUSPENDED,7.7,69,50
2419f209-ddb3-461c-97ab-bc74cea0cc47,2026-02-13T04:48:09.653770,Direito,SUSPENDED,9.1,69,25
a96dba72-085a-4695-b9a2-8f54a5056a1e,2026-03-12T10:21:02.952129,Direito,SUSPENDED,4.7,88,0
dc8af73c-70f1-46da-a4cf-3f02e5b2abdd,2026-06-04T14:23:08.954291,Direito,DROPPED,4.0,90,25
6268ece0-c23f-456e-b5d3-476f48b645e7,2026-05-22T00:12:42.840070,Engenharia de Software,GRADUATED,7.9,97,100
45a0fa8d-902d-4457-86df-018cfa5e3570,2026-01-24T03:07:34.613877,Direito,GRADUATED,5.1,100,100
32cf3366-6525-4ccb-80e9-f64a33c5307e,2026-01-27T07:00:22.613955,Engenharia de Software,DROPPED,5.3,96,25
5f811f2a-075f-4d3e-936c-c727fd878105,2026-05-11T14:04:14.157592,Administração,GRADUATED,8.7,79,0
83374bfa-b60e-40ec-87fb-f9a5efbdcf5a,2026-06-06T19:38:45.964809,Ciência de Dados,DROPPED,5.9,84,100
6c0ef3b5-afa3-4a93-950b-e60869e1096c,2026-01-13T12:34:22.700702,Ciência de Dados,DROPPED,1.6,60,50
37e0b0c2-fce4-4dd3-8f63-b13531f2f545,2026-04-12T18:59:33.781008,Ciência de Dados,ACTIVE,9.1,60,50
2d898cbc-d9d7-43d3-8ed8-431c002a0259,2026-05-02T05:28:17.764543,Engenharia de Software,ACTIVE,8.5,58,25
72d0446f-f36d-46e2-835a-e245f8123f4f,2026-03-31T14:11:12.220054,Engenharia de Software,ACTIVE,8.8,86,50
af35dfc7-8d08-44dd-83b7-a707a720ae33,2026-01-26T16:32:07.778322,Engenharia de Software,SUSPENDED,3.0,67,25
61c13c62-77c4-43cb-8cfb-c1bfd8e4d1b0,2026-05-27T06:41:27.349681,Direito,DROPPED,9.8,87,25
4013dfa1-489e-4902-bda8-32d3e3f12c28,2026-02-12T08:19:22.584438,Engenharia de Software,SUSPENDED,6.2,58,0
4221b544-86a6-46e4-86e3-b88e2af1c0ff,2026-01-19T15:24:08.771595,Administração,SUSPENDED,2.0,98,25
2829ca38-2c1d-4332-9d2e-6448e3611dfd,2026-02-21T09:13:15.549780,Administração,GRADUATED,1.9,52,100
d28ef744-a376-4844-8822-5500c3e7ad62,2026-03-04T00:23:10.802825,Engenharia de Software,SUSPENDED,0.0,59,25
138f39c3-ff78-46b9-aea4-20fbd9ee2e4c,2026-02-25T05:42:29.863808,Direito,DROPPED,7.5,97,0
a7355a8b-aa6e-464f-8f4c-f9acb87e9fdd,2026-03-11T18:55:34.804900,Ciência de Dados,DROPPED,4.4,75,100
4bb094fa-4e74-4649-9d66-5f40f7be83cd,2026-02-10T21:31:28.280232,Engenharia de Software,DROPPED,3.3,94,100
c3d28700-5ba2-427c-ab50-a21401d6af09,2026-03-09T14:59:42.685599,Administração,DROPPED,9.0,98,50
19393f06-f758-4068-8344-26336e710057,2026-05-01T02:25:49.392149,Ciência de Dados,DROPPED,8.2,75,0
1cacf440-1ecf-4c60-b409-574d94ea5605,2026-05-24T21:32:59.793575,Ciência de Dados,ACTIVE,9.0,93,100
91cecd5f-2ebc-45f5-82b4-5137f169a06c,2026-01-24T14:32:04.806931,Ciência de Dados,GRADUATED,2.6,90,50
72ebf6ed-7b8e-493e-86e1-507dfeb0fb11,2026-01-20T09:20:56.277398,Administração,ACTIVE,0.3,83,50
41620423-60a5-491c-afce-df2540e859bb,2026-03-03T13:44:54.422867,Ciência de Dados,SUSPENDED,2.2,85,0
793b9b30-b17f-4226-a3a4-25e8912c387e,2026-01-08T04:21:26.017604,Engenharia de Software,ACTIVE,8.7,51,100
1770a881-2dc1-48a6-a946-cb2335a7d06f,2026-02-04T02:21:20.600563,Engenharia de Software,DROPPED,0.7,63,25
48058ed4-e445-483e-bb9f-d7ba242a7ab3,2026-05-28T12:10:04.791695,Direito,SUSPENDED,1.5,57,50
90df1c1f-80a5-4509-abcc-dda37c794bf5,2026-04-29T13:11:56.281112,Direito,ACTIVE,9.8,81,0
d69dc97f-dbba-421b-b8e3-6c141a109ba2,2026-04-27T19:15:12.968482,Engenharia de Software,SUSPENDED,9.7,98,0
bee4bae5-67ad-41f7-9995-ed9d801081bb,2026-02-07T09:03:06.007609,Ciência de Dados,DROPPED,2.8,84,0
403b268d-f871-46aa-903c-24a1628cac3d,2026-03-15T10:04:57.193806,Engenharia de Software,GRADUATED,3.2,52,100
22d8c403-d87e-417c-b296-4c9e3ddf4661,2026-04-14T23:43:53.948567,Administração,GRADUATED,5.5,60,25
abd9145c-bb8a-45ac-9411-c7f12cffbc8c,2026-05-10T06:03:07.704100,Ciência de Dados,GRADUATED,2.5,74,100
8343c06c-8f26-4b64-b7e5-80db7a25283d,2026-01-05T10:58:18.440542,Administração,ACTIVE,1.8,68,100
43777ffa-0c2d-4d81-8ae1-9a5089a87e61,2026-02-24T19:12:23.071616,Direito,ACTIVE,8.5,58,50
e75dca6e-e157-4a45-af78-e1f0f7783029,2026-05-13T04:31:36.288305,Ciência de Dados,ACTIVE,3.7,99,100
fc081726-851e-4d68-a093-24af3d8ccd84,2026-05-28T06:21:48.570150,Ciência de Dados,ACTIVE,1.7,52,0
ce12828e-fbd1-49b9-a420-6dffd56530cc,2026-03-12T09:35:22.146254,Engenharia de Software,DROPPED,9.3,89,25
f1005183-38ee-4660-8589-6aba0e9d8e9c,2026-04-22T14:34:03.071809,Administração,SUSPENDED,0.6,86,100
f4a09ae2-d9cc-483e-a116-a14104688697,2026-03-22T06:13:29.938699,Engenharia de Software,DROPPED,8.2,56,0
3fb55961-e2c4-4d42-bd5e-1d78c9299776,2026-02-28T23:01:10.128229,Direito,GRADUATED,4.5,56,0
33b2888c-f467-464e-b0ae-e51e685f5104,2026-05-13T10:34:18.757549,Administração,ACTIVE,9.3,58,50
6702c86d-dbdc-4cd1-b72c-5ca0c446be1e,2026-03-14T09:29:49.226260,Direito,DROPPED,6.8,69,100
07328705-6be9-4d4f-bf7a-2d11d24e33fc,2026-05-22T05:08:16.497481,Direito,DROPPED,6.7,89,25
a90d70e8-8200-4bf8-89c0-0d2bc06e173a,2026-03-30T19:28:03.599000,Administração,GRADUATED,10.0,73,50
1ace1e7e-c52a-4497-948d-65db7fcff5f6,2026-02-19T16:11:46.673912,Ciência de Dados,SUSPENDED,4.0,99,0
207268fb-d42b-4b64-8794-3b40e9b4cb2f,2026-05-14T01:20:15.365349,Administração,ACTIVE,0.8,57,100
91bf4011-db86-4e72-bdfc-b92d75faf2a7,2026-01-08T20:36:36.125089,Engenharia de Software,DROPPED,8.7,78,25
3d7622e6-07e7-4921-9828-a778c0461bc3,2026-02-06T21:29:37.396702,Engenharia de Software,GRADUATED,4.8,54,100
91ca3806-69bd-46c1-a601-3a544dcf0bde,2026-02-12T17:42:10.063937,Administração,ACTIVE,8.2,50,0
c20e3d72-1d5a-4ad5-baf0-bcb19872896d,2026-02-19T19:01:55.637309,Ciência de Dados,DROPPED,5.4,96,100
a1a9de35-1c94-4246-84cd-ff5d32439363,2026-02-13T15:07:20.962970,Engenharia de Software,GRADUATED,2.3,92,25
428b572c-fc44-4ba3-a1f6-5e1164cdcbb6,2026-04-25T14:35:05.047550,Direito,GRADUATED,8.3,66,25
dd15e4fb-de74-4edc-8fad-e185cfda3f97,2026-03-03T14:11:25.870424,Ciência de Dados,ACTIVE,9.5,53,0
191dc912-75e9-4ddd-9317-eac167f797df,2026-03-12T21:46:42.445178,Ciência de Dados,SUSPENDED,5.6,92,25
29fa790b-9ea6-4944-93b9-c8f32cf7a7d7,2026-02-17T20:40:13.433380,Administração,DROPPED,6.4,95,0
49846497-6431-4bf8-8b1a-0a306146a944,2026-05-26T22:47:16.896384,Engenharia de Software,GRADUATED,7.8,87,50
ff536b5c-19c3-4102-a6bb-b74407c3f4ca,2026-01-10T19:36:08.010016,Direito,DROPPED,6.4,75,50
422b5fa4-37df-40e8-bf61-8780e947f3b0,2026-04-26T00:05:32.165128,Engenharia de Software,DROPPED,1.1,76,0
938d778c-2134-4cd1-a199-19dc6949903b,2026-04-16T19:17:23.761939,Engenharia de Software,DROPPED,0.0,90,50
d251de0c-0477-46d6-adde-99bcda58ad7e,2026-01-13T18:12:09.741818,Ciência de Dados,DROPPED,5.7,88,0
8475b561-3cce-41a2-9c29-66e2c8e2a465,2026-03-26T20:16:15.271272,Ciência de Dados,DROPPED,6.5,60,100
86473110-cfc1-4874-8af1-bf42f20f0ca2,2026-05-25T23:39:21.187468,Administração,GRADUATED,8.2,61,100
8018a4e8-d481-45fb-9c9a-4dd1c74d2fdc,2026-03-07T03:30:24.453153,Direito,GRADUATED,2.9,98,50
32bfc154-451c-4087-be5d-aa7d0d0db4d0,2026-04-21T02:56:53.246865,Ciência de Dados,GRADUATED,2.0,65,50
599dfb9b-7d26-40ab-be46-fff6d1347fd1,2026-02-21T17:32:39.372925,Administração,SUSPENDED,3.8,89,100
ca76fe70-61f2-4a91-82ab-af02111c5f68,2026-01-08T06:18:56.384782,Ciência de Dados,GRADUATED,1.5,92,50
b294bd5d-86db-4dc0-b758-4ff3677b2501,2026-04-18T01:57:04.242012,Administração,ACTIVE,1.1,95,25
76533b14-e569-4347-ad98-3d8595656d56,2026-05-30T16:42:39.848025,Ciência de Dados,ACTIVE,0.3,77,100
a8a894a7-8a09-41a8-8d99-ee3334cf75cd,2026-01-19T00:24:28.287280,Administração,GRADUATED,0.1,78,100
8d151e52-0622-4cb2-a596-85deb3b346cc,2026-03-05T06:35:49.341464,Direito,GRADUATED,3.0,80,50
b1d3ca8c-807c-4acf-86da-f1f30b7f1726,2026-02-05T06:03:04.877570,Administração,SUSPENDED,5.6,95,25
60d05995-7171-412b-b7d1-a392edeaff12,2026-03-16T07:12:05.685792,Ciência de Dados,SUSPENDED,3.4,99,25
aebc0456-ccd3-45d2-9c8b-58c3a73bc255,2026-05-05T07:33:17.372106,Administração,DROPPED,2.8,84,0
5382aaa0-b1c2-4d55-be4d-e59b511b31d6,2026-02-26T09:32:34.547514,Ciência de Dados,SUSPENDED,2.0,52,50
4f9bccdc-4d2a-405a-a789-3dd616ae67df,2026-06-04T05:50:20.294926,Administração,ACTIVE,2.2,96,100
90e19d36-be2d-4e7d-9f97-2d6ccba9f1d5,2026-05-09T01:56:43.797978,Ciência de Dados,ACTIVE,3.2,67,25
4cacccf5-bc86-417c-94f0-4a92d02a301c,2026-05-07T17:50:06.064686,Direito,ACTIVE,5.6,70,25
38cdc001-6590-41f6-bcb4-92c0f96f8f20,2026-02-20T23:19:53.021664,Direito,SUSPENDED,9.8,86,0
d3039b43-1502-45b7-8391-bc3f9c68afc4,2026-05-17T06:10:27.041707,Direito,SUSPENDED,8.1,77,25
4191b9f5-a658-4101-a679-cb36955b2518,2026-06-01T12:15:31.778092,Ciência de Dados,GRADUATED,0.2,54,50
59be9eef-5ff1-4e5d-81cb-8eb6e3a6bad6,2026-04-29T15:52:14.202077,Engenharia de Software,DROPPED,8.5,51,0
41236729-82de-4a09-9125-f920de11d0f4,2026-01-09T10:54:10.162980,Ciência de Dados,ACTIVE,4.4,98,0
19fb300e-2a24-4c07-ab34-f5f447195b2d,2026-05-13T04:48:18.874810,Administração,ACTIVE,0.0,87,50
567bd6f5-dde6-4969-8838-c88865d580f9,2026-03-28T01:01:28.116230,Engenharia de Software,SUSPENDED,1.8,72,25
412f8a61-d4bd-4cfa-a39d-347662bd4356,2026-01-06T09:33:52.958178,Direito,ACTIVE,1.4,59,100
76846285-1b8e-4e91-9e00-c54be8f15e7e,2026-03-18T14:17:55.900741,Administração,SUSPENDED,5.1,58,50
f67b0d99-d888-4fc1-ac41-95ac72f3a911,2026-04-10T18:32:28.112708,Direito,DROPPED,3.5,60,100
68cbea36-a047-4157-b3d2-638ee65f34ee,2026-03-22T22:09:15.159135,Direito,GRADUATED,5.9,64,100
f9cb4d82-30d9-4a31-97cb-6b9c57f24535,2026-04-30T01:06:18.499012,Ciência de Dados,GRADUATED,6.3,78,100
fec8a5c5-e72e-4a4b-b1fb-9e56ee20963e,2026-03-02T09:49:16.574995,Direito,SUSPENDED,0.7,73,100
05e45bdf-ab1b-4570-bf61-02cd54d77928,2026-03-08T07:15:37.575742,Direito,ACTIVE,2.6,96,25
62c4c7d3-ffee-42b0-b4d5-fe982d8c99da,2026-04-07T01:40:09.227800,Direito,GRADUATED,7.8,96,0
013ea351-9b68-4c6b-afc0-eb0089753c93,2026-02-08T21:25:29.158330,Engenharia de Software,SUSPENDED,2.0,100,0
92a2c7c6-6aaf-4370-bb29-4249557c341c,2026-03-20T18:53:25.217421,Direito,SUSPENDED,3.3,73,0
810b809f-154c-4adf-8ea3-a7da4270efac,2026-04-10T09:30:51.732764,Ciência de Dados,GRADUATED,9.3,75,100
